Year,Area,Street,Street 2,Strange HTML
2011,Birmingham," Mulberryí«Courtí«Carpark,í«Kingsí«Road,í«Kingstanding,í«Birmingham"," Mulberry Court Carpark, Kings Road, Kingstanding, Birmingham",
2011,Birmingham,newhallí«walkí«carí«park,newhall walk car park,
2011,Birmingham,newhallí«walkí«carí«park,newhall walk car park,
2011,Birmingham,O/Sí«H/A,O/S H/A,
2011,Birmingham,O/sí«Littení«Tree,O/s Litten Tree,
2011,Birmingham," O/Sí«Littení«Tree,í«S/Cí«Towní«Centre"," O/S Litten Tree, S/C Town Centre",
2011,Birmingham," O/Sí«MooMooí«Bar,í«S/cí«Towní«Centre"," O/S MooMoo Bar, S/c Town Centre",
2011,Birmingham," o/sí«moomooí«bar,í«Southí«parade"," o/s moomoo bar, South parade",
2011,Birmingham,o/sí«retro,o/s retro,
2011,Birmingham," O/Sí«Retroí«,í«Southí«parade"," O/S Retro , South parade",
2011,Birmingham,O/Sí«Retros,O/S Retros,
2011,Birmingham," O/Sí«Royalí«Hotel,í«Lichfieldí«Road"," O/S Royal Hotel, Lichfield Road",
2011,Birmingham,o/sí«templeí«bar,o/s temple bar,
2011,Birmingham,O/Sí«Templeí«Bar,O/S Temple Bar,
2011,Birmingham," O/Sí«Templeí«Bar,í«Highí«Street"," O/S Temple Bar, High Street",
2011,Birmingham," O/sí«Templeí«Bar,í«Lowerí«Paradeí«Suttoní«Coldfield."," O/s Temple Bar, Lower Parade Sutton Coldfield.",
2011,Birmingham," O/Sí«Templeí«Bar,í«S/Cí«Towní«Centre"," O/S Temple Bar, S/C Town Centre",
2011,Birmingham," o/sí«templeí«bar,í«suttoní«coldfield,í«westí«milands"," o/s temple bar, sutton coldfield, west milands",
2011,Birmingham,o/sí«theí«hairyí«lemon,o/s the hairy lemon,
2011,Birmingham,Oní«pavementí«outsideí«Theí«Royalí«Hotel,On pavement outside The Royal Hotel,
2011,Birmingham," Ourtsideí«Royalí«Pub,í«Lichfieldí«Road,í«Suttoní«Coldfield"," Ourtside Royal Pub, Lichfield Road, Sutton Coldfield",
2011,Birmingham," outsideí«Glendaleí«Tower,í«Lyndhurstí«Estate"," outside Glendale Tower, Lyndhurst Estate",
2011,Birmingham," Outsideí«Littení«Treeí«pub,í«Birminghamí«Road,í«Suttoní«Coldfield`"," Outside Litten Tree pub, Birmingham Road, Sutton Coldfield`",
2011,Birmingham," Outsideí«Mooí«Mooí«Club,í«Towní«Centre,í«Suttoní«Coldfield"," Outside Moo Moo Club, Town Centre, Sutton Coldfield",
2011,Birmingham," Outsideí«Mooí«Mooí«nightí«club,í«Southí«Parade"," Outside Moo Moo night club, South Parade",
2011,Birmingham," Outsideí«Templeí«Parade,í«Lowerí«Parade"," Outside Temple Parade, Lower Parade",
2011,Birmingham," Outsideí«theí«Templeí«Bar,í«Lowerí«Parade,í«SC"," Outside the Temple Bar, Lower Parade, SC",
2011,Birmingham,PARADEí«.í«SUTTONí«COLDFIELD,PARADE . SUTTON COLDFIELD,
2011,Birmingham,paradeí«SC,parade SC,
2011,Birmingham,paradeí«suttoní«coldfield,parade sutton coldfield,
2011,Birmingham,paradeí«suttoní«coldfield,parade sutton coldfield,
2011,Birmingham,PARADEí«SUTTONí«COLDFIELD,PARADE SUTTON COLDFIELD,
2011,Birmingham,paradeí«suttoní«town,parade sutton town,
2011,Birmingham," Parade,í«Suttoní«Coldfield"," Parade, Sutton Coldfield",
2011,Birmingham," Parade,í«Suttoní«Coldfield"," Parade, Sutton Coldfield",
2011,Birmingham," Parade,í«Suttoní«Towní«Centre"," Parade, Sutton Town Centre",
2011,Birmingham," Parkestoní«Crescent,í«Kinsgatnding,í«B'ham"," Parkeston Crescent, Kinsgatnding, B'ham",
2011,Birmingham,PLANTSí«GROVEí«ERDINGTON,PLANTS GROVE ERDINGTON,
2011,Birmingham," Pypeí«Hayesí«Road,í«Pypeí«Hayes,í«B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham," Pypeí«Hayesí«Road,í«Pypeí«Hayes,í«B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham," Pypeí«Hayesí«Road,í«Pypeí«Hayes,í«B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham,queení«street,queen street,
2011,Birmingham,queení«street,queen street,
2011,Birmingham,queení«street,queen street,
2011,Birmingham,queení«street,queen street,
2011,Birmingham,Queení«Streetí«Suttoní«Coldfieldí«Towní«centre,Queen Street Sutton Coldfield Town centre,
2011,Birmingham,Queslettí«Roadí«East,Queslett Road East,
2011,Birmingham,REDACREí«RDí«BOLDMERE,REDACRE RD BOLDMERE,
2011,Birmingham,RESERVOIRí«ROAD,RESERVOIR ROAD,
2011,Birmingham,Ridgeway,Ridgeway,
2011,Birmingham," Sladeí«Road,í«Erdington,í«B'ham"," Slade Road, Erdington, B'ham",
2011,Birmingham," Sladeí«Road,í«Erdington,í«B'ham"," Slade Road, Erdington, B'ham",
2011,Birmingham," Sothí«parade,í«Suttoní«Coldfield"," Soth parade, Sutton Coldfield",
2011,Birmingham," Sothí«parade,í«Suttoní«Coldfield"," Soth parade, Sutton Coldfield",
2011,Birmingham,southí«parade,south parade,
2011,Birmingham,SOUTHí«PARADE,SOUTH PARADE,
2011,Birmingham,SOUTHí«PARADE,SOUTH PARADE,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham,SOUTHí«PARADE,SOUTH PARADE,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham,southí«parade,south parade,
2011,Birmingham,southí«parade,south parade,
2011,Birmingham,Southí«Parade,South Parade,
2011,Birmingham," Southí«Paradeí«ŒŠí_Œí«towní«centre,í«Suttoní«Coldfield"," South Parade ŒŠí_Œ town centre, Sutton Coldfield",
2011,Birmingham,Southí«Paradeí«Suttoní«Coldfield,South Parade Sutton Coldfield,
2011,Birmingham,Southí«paradeí«Suttoní«Coldfield,South parade Sutton Coldfield,
2011,Birmingham,Southí«Paradeí«Suttoní«Towní«centre,South Parade Sutton Town centre,
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«parade,í«Suttoní«Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«parade,í«Suttoní«Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«parade,í«Suttoní«Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," Southí«parade,í«Suttoní«Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," Southí«parade,í«Suttoní«Towní«Centre"," South parade, Sutton Town Centre",
2011,Birmingham," Southí«Parade,í«Towní«Centre,í«Suttoní«Coldfield"," South Parade, Town Centre, Sutton Coldfield",
2011,Birmingham,STORNAWAYí«ROADí«CASTLEí«VALE,STORNAWAY ROAD CASTLE VALE,
2011,Birmingham,STREETLEYí«ROADí«ERDINGTON,STREETLEY ROAD ERDINGTON,
2011,Birmingham,sumburghí«croft,sumburgh croft,
2011,Birmingham,Suttoní«Coldfieldí«Towní«Centre,Sutton Coldfield Town Centre,
2011,Birmingham,Suttoní«Coldfieldí«Towní«Centre,Sutton Coldfield Town Centre,
2011,Birmingham,Suttoní«Newí«Road,Sutton New Road,
2011,Birmingham,Suttoní«Newí«Roadí«Erdington,Sutton New Road Erdington,
2011,Birmingham,SUTTONí«NEWí«ROADí«ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,Birmingham,SUTTONí«NEWí«ROADí«ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,Birmingham," Suttoní«Newí«Road,í«Erdington,í«B'ham"," Sutton New Road, Erdington, B'ham",
2011,Birmingham,Suttoní«Parade,Sutton Parade,
2011,Birmingham,SUTTONí«PARADE,SUTTON PARADE,
2011,Birmingham,Suttoní«Parade,Sutton Parade,
2011,Birmingham,Suttoní«Towní«centre,Sutton Town centre,
2011,Birmingham,suttoní«towní«centre,sutton town centre,
2011,Birmingham,suttoní«towní«centre,sutton town centre,
2011,Birmingham,suttoní«towní«centre,sutton town centre,
2011,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2011,Birmingham,tedburyí«crescent,tedbury crescent,
2011,Birmingham," Tesco'sí«Express,í«Walsallí«Road,í«Fourí«Oaks,í«Suttoní«Coldfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield",
2011,Birmingham,Theí«Parade,The Parade,
2011,Birmingham,Theí«Parade,The Parade,
2011,Birmingham,Theí«Parade,The Parade,
2011,Birmingham,theí«paradeí«sutton,the parade sutton,
2011,Birmingham,THEí«PARADEí«SUTTONí«COLDFIELD,THE PARADE SUTTON COLDFIELD,
2011,Birmingham," Theí«Parade,í«Birminghamí«Road,í«Suttoní«Coldfield"," The Parade, Birmingham Road, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," Theí«Parade,í«Suttoní«Towní«Centre"," The Parade, Sutton Town Centre",
2011,Birmingham,theí«parade....,the parade....,
2011,Birmingham,THEí«RIDGEWAY,THE RIDGEWAY,
2011,Birmingham,Theí«Ridgeway,The Ridgeway,
2011,Birmingham,Theí«Ridgeway,The Ridgeway,
2011,Birmingham,Theí«Swaní«PH,The Swan PH,
2011,Birmingham,turnhouseí«road,turnhouse road,
2011,Birmingham,Upperí«Hollandí«Road,Upper Holland Road,
2011,Birmingham,Victoriaí«Rd,Victoria Rd,
2011,Birmingham,Victoriaí«Rd,Victoria Rd,
2011,Birmingham,victoriaí«rd,victoria rd,
2011,Birmingham," Walshí«Drive,í«Walmley,í«Suttoní«Coldfield"," Walsh Drive, Walmley, Sutton Coldfield",
2011,Birmingham,Warrení«Farmí«Rd,Warren Farm Rd,
2011,Birmingham,Warrení«Farmí«Road,Warren Farm Road,
2011,Birmingham,whitehouseí«commoní«rd,whitehouse common rd,
2011,Birmingham,wiltoní«Rd,wilton Rd,
2011,Birmingham," Windsorí«House,í«Jarvisí«Road,í«Erdington"," Windsor House, Jarvis Road, Erdington",
2011,Birmingham,Wittoní«Lodgeí«Road,Witton Lodge Road,
2011,Birmingham," Wittoní«lodgeí«Road,í«erdington"," Witton lodge Road, erdington",
2011,Birmingham,Yorkí«Road,York Road,
2011,Birmingham,Abdoní«Ave,Abdon Ave,
2011,Birmingham,Alcesterí«Roadí«South,Alcester Road South,
2011,Birmingham,alvechurchí«rd,alvechurch rd,
2011,Birmingham,ardení«road,arden road,
2011,Birmingham,ardencoteí«froad,ardencote froad,
2011,Birmingham,Ashleyí«Close,Ashley Close,
2011,Birmingham,baltií«spiceí«Bristolí«rdí«South,balti spice Bristol rd South,
2011,Birmingham,Barnesí«Hill,Barnes Hill,
2011,Birmingham,Barrowí«House,Barrow House,
2011,Birmingham,Bellí«Street,Bell Street,
2011,Birmingham,Birminghamí«Newí«Street,Birmingham New Street,
2011,Birmingham,Birminghamí«Newí«Street,Birmingham New Street,
2011,Birmingham,Birminghamí«Newí«Street,Birmingham New Street,
2011,Birmingham," Birminghamí«Street,í«Oldbury"," Birmingham Street, Oldbury",
2011,Birmingham,Blandfordí«Road,Blandford Road,
2011,Birmingham,Bournbrookí«Road,Bournbrook Road,
2011,Birmingham,Bournvilleí«Frontí«Office,Bournville Front Office,
2011,Birmingham,bournvilleí«frontí«office,bournville front office,
2011,Birmingham,bournvilleí«lane,bournville lane,
2011,Birmingham,Bournvilleí«Lane,Bournville Lane,
2011,Birmingham,Bournvilleí«laneí«frontí«office,Bournville lane front office,
2011,Birmingham,bowlingí«greení«road,bowling green road,
2011,Birmingham,Bristolí«Rd,Bristol Rd,
2011,Birmingham,bristolí«rd,bristol rd,
2011,Birmingham,bristolí«rd,bristol rd,
2011,Birmingham,bristolí«rd,bristol rd,
2011,Birmingham,bristolí«rdí«sellyí«oak,bristol rd selly oak,
2011,Birmingham,bristolí«rdí«south,bristol rd south,
2011,Birmingham,bristolí«rdí«south,bristol rd south,
2011,Birmingham,bristolí«rdí«sth,bristol rd sth,
2011,Birmingham," Bristolí«Rd,í«Northfield"," Bristol Rd, Northfield",
2011,Birmingham," Bristolí«Rd,í«Sellyí«Oak"," Bristol Rd, Selly Oak",
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,bristolí«road,bristol road,
2011,Birmingham,Bristolí«Road,Bristol Road,
2011,Birmingham,Bristolí«Roadí«Northfield,Bristol Road Northfield,
2011,Birmingham,bristolí«roadí«sellyí«oak,bristol road selly oak,
2011,Birmingham,Bristolí«Roadí«sellyí«Oak,Bristol Road selly Oak,
2011,Birmingham,bristolí«roadí«sellyí«oak,bristol road selly oak,
2011,Birmingham," Bristolí«Roadí«South,í«Northfield"," Bristol Road South, Northfield",
2011,Birmingham," Bristolí«Roadí«South,í«Sellyí«Oak"," Bristol Road South, Selly Oak",
2011,Birmingham," Bristolí«Road,í«Sellyí«Oak"," Bristol Road, Selly Oak",
2011,Birmingham," Bristolí«Road,í«Sellyí«Oak"," Bristol Road, Selly Oak",
2011,Birmingham," Bristolí«Road,í«Sellyí«Oak"," Bristol Road, Selly Oak",
2011,Birmingham,broadí«street,broad street,
2011,Birmingham,broadí«street,broad street,
2011,Birmingham,broadí«street,broad street,
2011,Birmingham," Broadí«Street,í«Cityí«Centre"," Broad Street, City Centre",
2011,Birmingham," Broadí«Street,í«Cityí«Centre"," Broad Street, City Centre",
2011,Birmingham,Brookí«lane,Brook lane,
2011,Birmingham,bunburryí«road,bunburry road,
2011,Birmingham,bunburryí«road,bunburry road,
2011,Birmingham," Burnhillí«Groveí«,Weoleyí«Castleí«,Birmingham."," Burnhill Grove ,Weoley Castle ,Birmingham.",
2011,Birmingham,Carí«Parkí«ofí«Bournvilleí«laneí«P/Stn,Car Park of Bournville lane P/Stn,
2011,Birmingham," chinbrookí«road,í«billsley"," chinbrook road, billsley",
2011,Birmingham,churchí«hillí«nortthfield,church hill nortthfield,
2011,Birmingham,Churchí«Road,Church Road,
2011,Birmingham," Comptoní«Road,í«Cradleyí«Heath"," Compton Road, Cradley Heath",
2011,Birmingham," Costcutters,í«Arderní«Road"," Costcutters, Ardern Road",
2011,Birmingham,dawberryí«road,dawberry road,
2011,Birmingham,Dawlishí«Road,Dawlish Road,
2011,Birmingham,dingleí«club,dingle club,
2011,Birmingham,doddingtoní«road,doddington road,
2011,Birmingham,Dogí«Kennelí«Lane,Dog Kennel Lane,
2011,Birmingham,dogí«poolí«lane,dog pool lane,
2011,Birmingham,downfieldí«drive,downfield drive,
2011,Birmingham,Dudleyí«busí«station,Dudley bus station,
2011,Birmingham,Dwellingsí«Lane,Dwellings Lane,
2011,Birmingham,EAFO,EAFO,
2011,Birmingham,Edgbastoní«Cricketí«Ground,Edgbaston Cricket Ground,
2011,Birmingham,edgbastoní«parkí«road,edgbaston park road,
2011,Birmingham,Exeterí«Rdí«/í«Hubertí«Rd,Exeter Rd / Hubert Rd,
2011,Birmingham,fordhouseí«lane,fordhouse lane,
2011,Birmingham," Fourí«ACresí«,Quinton."," Four ACres ,Quinton.",
2011,Birmingham," Frogmillí«Road,í«Frankley"," Frogmill Road, Frankley",
2011,Birmingham,gennersí«lane,genners lane,
2011,Birmingham,Glastonburyí«Road,Glastonbury Road,
2011,Birmingham,greatí«parkí«rubery,great park rubery,
2011,Birmingham,Griffinsí«Brookí«Lane,Griffins Brook Lane,
2011,Birmingham,Grosvenorí«Shoppingí«Centre,Grosvenor Shopping Centre,
2011,Birmingham,hagleyí«Road,hagley Road,
2011,Birmingham,hagleyí«road,hagley road,
2011,Birmingham,hagleyí«road,hagley road,
2011,Birmingham,Hagleyí«Road,Hagley Road,
2011,Birmingham,hagleyí«road,hagley road,
2011,Birmingham,Hagleyí«Road,Hagley Road,
2011,Birmingham,Hagleyí«Road,Hagley Road,
2011,Birmingham,Hagleyí«Road,Hagley Road,
2011,Birmingham,Hagleyí«Road,Hagley Road,
2011,Birmingham," Hagleyí«Road,í«Edgbaston"," Hagley Road, Edgbaston",
2011,Birmingham," Hagleyí«Road,í«Eedgbaston"," Hagley Road, Eedgbaston",
2011,Birmingham,Harborneí«Cricketí«club,Harborne Cricket club,
2011,Birmingham,Harborneí«highí«st,Harborne high st,
2011,Birmingham,Harborneí«Highí«Street,Harborne High Street,
2011,Birmingham,Harborneí«Highí«Street,Harborne High Street,
2011,Birmingham,Harborneí«Highí«street,Harborne High street,
2011,Birmingham,Harborneí«Parkí«Road,Harborne Park Road,
2011,Birmingham,Harborneí«Policeí«Station,Harborne Police Station,
2011,Birmingham,Harbourneí«cricketí«club,Harbourne cricket club,
2011,Birmingham,Hawkesleyí«End,Hawkesley End,
2011,Birmingham,Hawkesleyí«Square,Hawkesley Square,
2011,Birmingham,Hazelwellí«Street,Hazelwell Street,
2011,Birmingham,heathmillí«laneí«digbeth,heathmill lane digbeth,
2011,Birmingham,heronsí«wood,herons wood,
2011,Birmingham,Highí«St,High St,
2011,Birmingham,Highí«Stí«Harborne,High St Harborne,
2011,Birmingham,highí«stí«harborne,high st harborne,
2011,Birmingham,highí«stí«northfield,high st northfield,
2011,Birmingham,Highí«Streetí«harborne,High Street harborne,
2011,Birmingham,Highí«Streetí«Harborne,High Street Harborne,
2011,Birmingham,highí«streetí«harborne,high street harborne,
2011,Birmingham,highí«streetí«harborne,high street harborne,
2011,Birmingham,highí«streetí«harbourne,high street harbourne,
2011,Birmingham," Highí«Street,í«Harborne"," High Street, Harborne",
2011,Birmingham," Highí«Street,í«Harborne"," High Street, Harborne",
2011,Birmingham,Highfdieldí«Lane,Highfdield Lane,
2011,Birmingham,highfieldí«lane,highfield lane,
2011,Birmingham," Highfieldí«Lane,í«Quinton"," Highfield Lane, Quinton",
2011,Birmingham," Hoggsí«Lane,í«Northfield"," Hoggs Lane, Northfield",
2011,Birmingham,Hollybankí«Road,Hollybank Road,
2011,Birmingham," Holywoodí«Bowl,í«Rubery"," Holywood Bowl, Rubery",
2011,Birmingham,Homeí«address,Home address,
2011,Birmingham," Honningtoní«Crescent,í«Northfield"," Honnington Crescent, Northfield",
2011,Birmingham,jigginsí«lane,jiggins lane,
2011,Birmingham," Jigginsí«Lane,í«Bartleyí«Green"," Jiggins Lane, Bartley Green",
2011,Birmingham,kembertoneí«road,kembertone road,
2011,Birmingham,Kingsí«Nortoní«Green,Kings Norton Green,
2011,Birmingham,leechí«greení«rd,leech green rd,
2011,Birmingham,leithí«grove,leith grove,
2011,Birmingham,leithí«grove,leith grove,
2011,Birmingham,Longí«Fellowí«Road,Long Fellow Road,
