"Year","Area","Street","Street.2","Strange.HTML"
2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2012,"","The Parade  Sutton Coldfield ","The Parade, Sutton Coldfield.",""
2012,"","The Wylde Green Public House","The Wylde Green Public House",""
2012,"","Turnhouse Rd  Castle Vale","Turnhouse Rd, Castle Vale",""
2012,"","Unknown","UNKNOWN",""
2012,"","Victoria Rd  Sutton Coldfield","Victoria Rd, Sutton Coldfield",""
2012,"","Walmley Ash Rd","walmley ash rd",""
2012,"","Water Orton Ln","Water Orton Ln",""
2012,"","William Hill  Wylde Green","William Hill, Wylde Green",""
2012,"","Witton Lodge Rd","WITTON LODGE ROAD",""
2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington",""
2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington",""
2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington",""
2012,"","Woodington Rd","Woodington Rd",""
2012,"","Wootton Grove  Kingstanding  Birmingham","Wootton Grove, Kingstanding, Birmingham",""
2012,"","Yatesbury Ave  Castle Vale","Yatesbury Ave, Castle Vale",""
2012,"","A38 Northfield","A38 Northfield",""
2012,"","Abdon Ave","Abdon Ave",""
2012,"","Alcester Rd","Alcester Rd",""
2012,"","Alcester Rd South","alcester road south",""
2012,"","Aldersmead Rd","aldersmead road",""
2012,"","Alwold Rd","alwold road",""
2012,"","Belgrave Middleway","belgrave middleway",""
2012,"","Black Horse Public House Carpark","black horse public house carpark",""
2012,"","Boleyn Rd","boleyn road",""
2012,"","Bomerfield Rd","bomerfield road",""
2012,"","Bond St  City Centre","Bond st, City Centre",""
2012,"","Bournville Ln","Bournville Ln",""
2012,"","Bournville Ln","Bournville Ln",""
2012,"","Bournville Ln Front Office","Bournville Ln Front office",""
2012,"","Bournville Ln Police Station","bournville lane police station",""
2012,"","Bournville P S ","bournville p.s.",""
2012,"","Bournville Police Station","bournville police station",""
2012,"","Braceby Ave","braceby avenue",""
2012,"","Brandwood Park Rd","brandwood park rd",""
2012,"","Bristol Rd South  Northfield","Bristol Rd South, Northfield",""
2012,"","Bristol Rd","Bristol Rd",""
2012,"","Bristol Rd","Bristol Rd",""
2012,"","Bristol Rd","bristol road",""
2012,"","Bristol Rd","bristol road",""
2012,"","Bristol Rd","Bristol Rd",""
2012,"","Bristol Rd","Bristol Rd",""
2012,"","Bristol Rd","bristol road",""
2012,"","Bristol Rd","bristol road",""
2012,"","Bristol Rd","bristol road",""
2012,"","Bristol Rd Northfield","Bristol Rd Northfield",""
2012,"","Bristol Rd Opposite Royal Orthopaedic","bristol road opposite royal orthopaedic",""
2012,"","Bristol Rd Selly Oak","Bristol Rd Selly Oak",""
2012,"","Bristol Rd Selly Oak","Bristol Rd selly Oak",""
2012,"","Bristol Rd Selly Oak","Bristol Rd Selly Oak",""
2012,"","Bristol Rd Selly Oak","bristol road selly oak",""
2012,"","Bristol Rd Selly Oak","Bristol Rd selly oak",""
2012,"","Bristol Rd Selly Oak Near Gun Barrels Ph","bristol road selly oak near gun barrels PH",""
2012,"","Bristol Rd South","bristol road south",""
2012,"","Bristol Rd South","bristol road south",""
2012,"","Bristol Rd  Bournville","bristol road, bournville",""
2012,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak",""
2012,"","Brook Ln Billesley","brook lane billesley",""
2012,"","Brookfield Rd","Brookfield Rd",""
2012,"","Bunbury Rd","Bunbury Rd",""
2012,"","Church Rd","church road",""
2012,"","Church Rd  Edgbaston","Church Rd, Edgbaston",""
2012,"","Church Rd  Moseley","Church Rd, Moseley",""
2012,"","City Rd","city road",""
2012,"","Corn Mill Close Bartley Green","Corn Mill Close Bartley Green",""
2012,"","Cotteridge Island","Cotteridge Island",""
2012,"","Devon Rd","devon road",""
2012,"","Dogpool Ln","Dogpool Ln",""
2012,"","Each Way Ln  Rubery","Each Way Ln, Rubery",""
2012,"","Edgewood Rd","edgewood road",""
2012,"","Edgwood Rd","edgwood road",""
2012,"","Edward Rd  Balsall Heath","edward road, balsall heath",""
2012,"","Fordhouse Ln","Fordhouse Ln",""
2012,"","Fredrick Rd","Fredrick Rd",""
2012,"","Gillot Rd  Edgbaston","Gillot Rd, Edgbaston",""
2012,"","Gillott Rd  Edgbaston","Gillott Rd, Edgbaston",""
2012,"","Gorsley Piece","gorsley piece",""
2012,"","Great Park Public House  Rubery","great park public house, rubery",""
2012,"","Great Park Rubery","great park rubery",""
2012,"","Grovelly  Ln","grovelly  lane",""
2012,"","Hagley Rd","Hagley Rd",""
2012,"","Hagley Rd","hagley road",""
2012,"","Hagley Rd","hagley road",""
2012,"","Hagley Rd","Hagley Rd",""
2012,"","Hagley Rd","hagley road",""
2012,"","Hagley Rd  Birmingham","Hagley Rd, Birmingham",""
2012,"","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston",""
2012,"","Hagley Rd  Edgbaston","hagley road, edgbaston",""
2012,"","Harborne Hall  Hotel  Harborne","Harborne Hall, Hotel, Harborne",""
2012,"","Harborne Park Rd","harborne park road",""
2012,"","Harbourne High St","harbourne high street",""
2012,"","Haunch Ln","Haunch Ln",""
2012,"","Hawkshurst Rd","hawkshurst road",""
2012,"","Healey Rd  Selly Oak","Healey Rd, Selly oak",""
2012,"","Heather House  Kings Norton","heather house, kings norton",""
2012,"","Heaton Drive","heaton drive",""
2012,"","Hgaley Rd","hgaley road",""
2012,"","High St Harborne","high st harborne",""
2012,"","High St Harborne","High ST Harborne",""
2012,"","High St Harborne","high street harborne",""
2012,"","High St Harborne","high street harborne",""
2012,"","High St Harborne","high street harborne",""
2012,"","High St Harborne","high street harborne",""
2012,"","High St Harbourne","High St Harbourne",""
2012,"","High St Hraborn","high street hraborn",""
2012,"","High St  Haborne","High St, Haborne",""
2012,"","High St  Harbourne","High St, harbourne",""
2012,"","Hillwood Rd","Hillwood Rd",""
2012,"","Hindhead Rd","Hindhead Rd",""
2012,"","Hisgh St Stourbridege","hisgh street stourbridege",""
2012,"","Hollybank Rd","hollybank road",""
2012,"","Holybank Rd","holybank road",""
2012,"","Houldy Rd","houldy road",""
2012,"","Hubert Croft","hubert croft",""
2012,"","Hurst St","Hurst St",""
2012,"","Jenners Ln","jenners lane",""
2012,"","Jowetts Ln","jowetts lane",""
2012,"","Katie Rd","katie road",""
2012,"","Kitwell Ln","kitwell lane",""
2012,"","Linden Rd","Linden Rd",""
2012,"","Linden Rd","Linden Rd",""
2012,"","Lofthouse Crescent","Lofthouse crescent",""
2012,"","Longbridge Ln","Longbridge Ln",""
2012,"","Lottie Rd Selly Oak","lottie road selly oak",""
2012,"","Lynsey Ave  Northfield","lynsey avenue, northfield",""
2012,"","Masshouse Ph","Masshouse PH",""
2012,"","Maypole Grove","Maypole grove",""
2012,"","Merritts Brook Ln  Northfield","Merritts Brook Ln, Northfield",""
2012,"","Metchley Ln  Harborne","Metchley Ln, Harborne",""
2012,"","Metchley Park Rd","Metchley Park Rd",""
2012,"","Miles Rd","miles road",""
2012,"","Millbrook Drive Northfield","millbrook drive northfield",""
2012,"","Milner Rd","milner road",""
2012,"","Moor St","Moor St",""
2012,"","Moor St Railway Station","Moor St Railway Station",""
2012,"","Morrisons  Rubery","Morrisons, Rubery",""
2012,"","Navigation Pub  Kings Norton","Navigation Pub, Kings Norton",""
2012,"","Newbury Ln","Newbury Ln",""
2012,"","Norhtfield High St","norhtfield high street",""
2012,"","Northfield Rd  Northfield","Northfield Rd, Northfield",""
2012,"","Outside Goose Public House  Bristol Rd  Selly Oak","Outside Goose Public house, Bristol Rd, Selly Oak",""
2012,"","Park Way Rubery","Park Way Rubery",""
2012,"","Parkdale Drive","parkdale drive",""
2012,"","Payne St","Payne St",""
2012,"","Pershore Rd","pershore road",""
2012,"","Pershore Rd","Pershore Rd",""
2012,"","Pershore Rd","pershore road",""
2012,"","Pershore Rd","pershore road",""
2012,"","Pershore Rd Cotteridge","pershore road cotteridge",""
2012,"","Pershore Rd South","pershore road south",""
2012,"","Piddock Rd","Piddock Rd",""
2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick",""
2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick",""
2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick",""
2012,"","Pineapple Rd","Pineapple Rd",""
2012,"","Premier Inn  Great Park","Premier Inn, Great Park",""
2012,"","Priory Rd","priory road",""
2012,"","Q E A And E Metchley Park Rd","Q E A and E Metchley park Rd",""
2012,"","Qe Hospital","QE Hospital",""
2012,"","Queen Elizabeth Hospital","queen elizabeth hospital",""
2012,"","Queen Elizabeth Hospital","queen elizabeth hospital",""
2012,"","Quinton Rd","quinton road",""
2012,"","Ridgeacre Rd","Ridgeacre Rd",""
2012,"","Ridgeacre Rd","Ridgeacre Rd",""
2012,"","Safernake Close","safernake close",""
2012,"","Sandon Rd","sandon road",""
2012,"","Sandon Rd  Edgbaston","Sandon Rd, Edgbaston",""
2012,"","Selly Oak Railway Station","Selly Oak Railway Station",""
2012,"","Selly Oak Railway Station","Selly Oak railway station",""
2012,"","Shannon Rd","shannon road",""
2012,"","Shenly Ln","Shenly Ln",""
2012,"","Sir Herbert Austin Way","sir herbert austin way",""
2012,"","Smithy Hotel  Hagley Rd","smithy hotel, hagley road",""
2012,"","Solihull High St","Solihull High St",""
2012,"","St Mary S Hospice","St Mary's Hospice",""
2012,"","Stonehouse Ln","Stonehouse Ln",""
2012,"","Stonehouse Public House","stonehouse public house",""
2012,"","Stratford Rd","stratford road",""
2012,"","The Fold","the fold",""
2012,"","The Navigation Public House  Kings Norton","The Navigation Public House, Kings Norton",""
2012,"","Tiverton Rd","tiverton road",""
2012,"","Trittiford Rd","trittiford road",""
2012,"","University Birmingham","university birmingham",""
2012,"","Victoria Steet Small Heath","victoria steet small heath",""
2012,"","Wareham Rd","wareham road",""
2012,"","Warwick Crest","warwick crest",""
2012,"","Watford Rd Coteridge","watford road coteridge",""
2012,"","Wellington Rd","wellington road",""
2012,"","Wellington Rd","wellington road",""
2012,"","Wellington Rd","wellington road",""
2012,"","West Boulevard","West Boulevard",""
2012,"","West Cliff Place","West Cliff Place",""
2012,"","White Horse Public House","white horse public house",""
2012,"","Willetts Rd  Turves Green","Willetts Rd, turves Green",""
2012,"","Woodthrop Rd","woodthrop road",""
2012,"","Worlds End Ln  Quinton","Worlds End Ln, Quinton",""
2012,"","Wychal Ln","wychal lane",""
2012,"","Wychal Ln","wychal lane",""
2012,"","Wychal Ln","wychal lane",""
2012,"","Wychall Rd  Kings Norton","Wychall Rd, Kings Norton",""
2012,"","Ymca Stone Rd","YMCA Stone Rd",""
2012,"","York Ph York Rd","York PH york road",""
2012,"","A38 Expressway  Birmingham","A38 Expressway, Birmingham",""
2012,"","Aberdeen St Winson Green","Aberdeen St Winson Green",""
2012,"","Adcadian Centre Ladywell Walk","Adcadian Centre Ladywell Walk",""
2012,"","Alexander Ave","Alexander Ave",""
2012,"","Alley  Way Off Arcadian Palace  Hurst St","Alley  Way off Arcadian Palace, Hurst St",""
2012,"","Applewood Grove Cradley Heath","applewood Grove cradley heath",""
2012,"","Arca Bar  City Centre","Arca Bar, City Centre",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian","Arcadian",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre","arcadian centre",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre","Arcadian centre",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre","arcadian centre",""
2012,"","Arcadian Centre","Arcadian centre",""
2012,"","Arcadian Centre","Arcadian Centre",""
2012,"","Arcadian Centre Ladywell Walk","Arcadian Centre Ladywell Walk",""
2012,"","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham",""
2012,"","Arcadian Centre  City Centre","Arcadian Centre, City Centre",""
2012,"","Arcadian Centre  City Centre  Birmingham","Arcadian Centre, City Centre, Birmingham",""
2012,"","Arcadian Centre City Centre","Arcadian Centre,City centre",""
2012,"","Arcadian City Centre","Arcadian City Centre",""
2012,"","Arcadian ","Arcadian,",""
2012,"","Arcadian  Birmingham","Arcadian, Birmingham",""
2012,"","Arcadian  Birmingham","Arcadian, Birmingham",""
2012,"","Arcadian  City Centre","Arcadian, City Centre",""
2012,"","Arcadian  City Centre","Arcadian, City Centre",""
2012,"","Arcadian  City Centre","Arcadian, City Centre",""
2012,"","Arcadian ","Arcadian.",""
2012,"","Arcadian ","Arcadian.",""
2012,"","Arcadian ","Arcadian.",""
2012,"","Arcadian ","Arcadian.",""
2012,"","Arcadian ","Arcadian.",""
2012,"","Arka Bar  Arcadian Bar","Arka Bar, Arcadian Bar",""
2012,"","Aston Hotel  Witton Ln","Aston Hotel, Witton Ln",""
2012,"","Aston Police Station","aston police station",""
2012,"","Aston St  City Centre","Aston St, City Centre",""
2012,"","Bacchus Rd  Winson Green","BACCHUS ROAD, WINSON GREEN",""
2012,"","Bar Risa  Broad St  Birmingham","Bar Risa, Broad St, Birmingham",""
2012,"","Bennetts Hill","Bennetts Hill",""
2012,"","Berkeley St  Birmingham","Berkeley St, Birmingham",""
2012,"","Berkeley St  Birmingham City Centre","Berkeley St, Birmingham City Centre",""
2012,"","Berkley  St  Birmingham","Berkley  St, Birmingham",""
2012,"","Bham Central Front Office","Bham Central front office",""
2012,"","Bierton Rd  Yardley","Bierton Rd, Yardley",""
2012,"","Birchfield Ln Oldbury","Birchfield Ln Oldbury",""
2012,"","Birkley Rd  City Centre","Birkley Rd, City Centre",""
2012,"","Birkley St  City Centre","Birkley St, City Centre",""
2012,"","Birmingham Central Police Station","Birmingham Central Police Station",""
2012,"","Birmingham Central Ps","Birmingham Central PS",""
2012,"","Birmingham Central Ps","Birmingham Central PS",""
2012,"","Birmingham Hippodrome ","Birmingham Hippodrome.",""
2012,"","Birmingham Magistrates Court","Birmingham Magistrates Court",""
2012,"","Birmingham New St Station","Birmingham New St Station",""
2012,"","Birmingham New St Station","Birmingham New St Station",""
2012,"","Birmingham New St Station","Birmingham New St Station",""
2012,"","Bishopgate St","bishopgate st",""
2012,"","Bishopgate St","bishopgate st",""
2012,"","Bishopgate St","Bishopgate St",""
2012,"","Bliss  Broad St","bliss, broad st",""
2012,"","Borad St","Borad St",""
2012,"","Borad St","Borad St",""
2012,"","Bordesley Park Rd","bordesley park rd",""
2012,"","Bp Waterlane Middleway","BP Waterlane middleway",""
2012,"","Bp Waterlane Middleway","BP Waterlane middleway",""
2012,"","Bp Waterlane Middleway","BP Waterlane middleway",""
2012,"","Braod St  Birmingham","Braod St, Birmingham",""
2012,"","Braod St  City Centre","Braod St, City Centre",""
2012,"","Brass House  Broad St","Brass House, Broad St",""
2012,"","Bridge St Junction Broad St","Bridge St junction Broad St",""
2012,"","Bristol Rd","Bristol Rd",""
2012,"","Bristol St","bristol st",""
2012,"","Bristol St  City Centre","Bristol St, City Centre",""
2012,"","Broad  St","Broad  St",""
2012,"","Broad City  Birmingham","Broad City, Birmingham",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad st",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St Bham","broad st bham",""
2012,"","Broad St Birmingham","Broad St Birmingham",""
2012,"","Broad St City Centre","Broad St City centre",""
2012,"","Broad St City Centre","Broad St City Centre",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  Birmingham","Broad St, Birmingham",""
2012,"","Broad St  City Centre","broad st, city centre",""
2012,"","Broad St  City Centre","Broad St, City Centre",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad street",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad street",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad street",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad street",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","broad street",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
2012,"","Broad St","Broad St",""
