"","Year","Area","Street","Street.2"
"4157",2012,"","Little Park St","Little Park St"
"4158",2012,"","Little Park St","Little Park St"
"4159",2012,"","Little Park St  City Centre","little park street, city centre"
"4160",2012,"","Longford","longford"
"4161",2012,"","Longford Rd","Longford Rd"
"4162",2012,"","Lower Ford St","Lower Ford St"
"4163",2012,"","Lower Ford St","Lower Ford St"
"4164",2012,"","Lower Holyhead Rd  Coventry ","Lower Holyhead Rd, Coventry."
"4165",2012,"","Lyndale Rd","Lyndale road"
"4166",2012,"","Ma Front Office","ma front office"
"4167",2012,"","Mafo","MAFO"
"4168",2012,"","Mafo","MAFO"
"4169",2012,"","Market Way   Coventry ","Market Way , Coventry."
"4170",2012,"","Marlcroft","Marlcroft"
"4171",2012,"","Masser Rd","Masser Rd"
"4172",2012,"","Masser Rd","Masser Rd"
"4173",2012,"","Masser Rd","Masser Rd"
"4174",2012,"","Masser Rd","Masser Rd"
"4175",2012,"","Masser Rd","Masser Rd"
"4176",2012,"","Mb Front Office","MB front office"
"4177",2012,"","Mcfo","MCFO"
"4178",2012,"","Meadow St","Meadow St"
"4179",2012,"","Middlemarch Rd","Middlemarch Rd"
"4180",2012,"","Middlemarch Rd  Radford  Coventry ","Middlemarch Rd ,Radford ,Coventry."
"4181",2012,"","Mile Ln","mile lane"
"4182",2012,"","Mile Ln","mile lane"
"4183",2012,"","Millennium Place","Millennium Place"
"4184",2012,"","Moore St","Moore St"
"4185",2012,"","Murray Rd","murray road"
"4186",2012,"","New Union St","new union street"
"4187",2012,"","New Union St","new union street"
"4188",2012,"","New Union St","New Union St"
"4189",2012,"","Outside Cvfo","Outside CVFO"
"4190",2012,"","Oxford St  Coventry","Oxford St, Coventry"
"4191",2012,"","Penny Park Ln","penny park lane"
"4192",2012,"","Pensilva Close  Hillfields","Pensilva Close, Hillfields"
"4193",2012,"","Pool Meadow Bus Station","Pool Meadow Bus Station"
"4194",2012,"","Pool Meadow Bus Station","pool meadow bus station"
"4195",2012,"","Pool Meadow Bus Station","pool meadow bus station"
"4196",2012,"","Pool Meadow Bus Station   Coventry ","Pool Meadow Bus Station , Coventry."
"4197",2012,"","Pool Meadow Bus Station ","Pool Meadow Bus Station."
"4198",2012,"","Pool Meadow Police Station  Coventry","Pool Meadow Police Station, Coventry"
"4199",2012,"","Primrose Hill St Coventry","primrose hill st Coventry"
"4200",2012,"","Primrose Hill St","Primrose Hill St"
"4201",2012,"","Primrose Hill St","Primrose Hill St"
"4202",2012,"","Primrose Hill St","primrose hill street"
"4203",2012,"","Priory Hall","Priory Hall"
"4204",2012,"","Quarry Wood Grove","Quarry Wood Grove"
"4205",2012,"","Quinton Rd","Quinton Rd"
"4206",2012,"","Raglan St","raglan street"
"4207",2012,"","Ramada Hotel","Ramada hotel"
"4208",2012,"","Rear Of Clique  Hale St","Rear of Clique, Hale St"
"4209",2012,"","Rear Yard  Coventry Central Police Station","Rear Yard, Coventry Central Police Station"
"4210",2012,"","Ricoh Arena","Ricoh Arena"
"4211",2012,"","Ricoh Arena","Ricoh Arena"
"4212",2012,"","Riley Square","riley square"
"4213",2012,"","Ringway Queens","ringway queens"
"4214",2012,"","Roseberry Ave  Coventry","Roseberry Ave, Coventry"
"4215",2012,"","Samuel Vale House  St Nicholas St","Samuel Vale House, St Nicholas St"
"4216",2012,"","Samuel Vale House  St Nicholas St","Samuel Vale House, St Nicholas St"
"4217",2012,"","Sewall Highway","Sewall Highway"
"4218",2012,"","Sewell Highway","Sewell Highway"
"4219",2012,"","Sky Dome","sky dome"
"4220",2012,"","Sky Dome","sky dome"
"4221",2012,"","Sky Dome","sky dome"
"4222",2012,"","Sky Dome","sky dome"
"4223",2012,"","Sky Dome","sky dome"
"4224",2012,"","Sky Dome","Sky Dome"
"4225",2012,"","Sky Dome  Coventry","Sky Dome, Coventry"
"4226",2012,"","Skydome","Skydome"
"4227",2012,"","Skydome","Skydome"
"4228",2012,"","Skydome","Skydome"
"4229",2012,"","Skydome Carpark","Skydome carpark"
"4230",2012,"","Skydome Carpark","Skydome carpark"
"4231",2012,"","Skydome Carpark","Skydome carpark"
"4232",2012,"","Skydome Complex","Skydome Complex"
"4233",2012,"","Skydome Complex","Skydome Complex"
"4234",2012,"","Skydome Complex","skydome complex"
"4235",2012,"","Skydome Complex","skydome complex"
"4236",2012,"","Skydome Concourse","Skydome concourse"
"4237",2012,"","Skydome Concourse","Skydome Concourse"
"4238",2012,"","Skydome Concourse","Skydome concourse"
"4239",2012,"","Skydome Concourse","Skydome Concourse"
"4240",2012,"","Skydome Concourse","skydome concourse"
"4241",2012,"","Skydome Concourse","skydome concourse"
"4242",2012,"","Skydome Concourse","Skydome concourse"
"4243",2012,"","Skydome Concourse  Coventry ","Skydome Concourse ,Coventry."
"4244",2012,"","Skydome Concourse  Coventry ","Skydome Concourse ,Coventry."
"4245",2012,"","Skydome Concourse  Coventry City Centre","Skydome concourse, Coventry city centre"
"4246",2012,"","Skydome Concourse  Coventry ","Skydome Concourse, Coventry."
"4247",2012,"","Skydome Concourse ","Skydome concourse."
"4248",2012,"","Skydome Coventry","skydome Coventry"
"4249",2012,"","Somerset Rd","Somerset Rd"
"4250",2012,"","Spon St Coventry","spon st Coventry"
"4251",2012,"","Spon St","Spon St"
"4252",2012,"","Spon St","Spon St"
"4253",2012,"","Spon St","Spon St"
"4254",2012,"","Spon St","Spon St"
"4255",2012,"","Spon St","spon street"
"4256",2012,"","Spon St   Coventry ","Spon St , Coventry."
"4257",2012,"","Spon St  Coventry","Spon St, Coventry"
"4258",2012,"","Spon St  Coventry","Spon St, Coventry"
"4259",2012,"","Spon St  Coventry","Spon St, Coventry"
"4260",2012,"","St Patricks Rd","St Patricks Rd"
"4261",2012,"","St Thomas Rd  Longford  Coventry","st thomas road, longford, coventry"
"4262",2012,"","Station Square  Coventry","Station Square, Coventry"
"4263",2012,"","Station Square  Coventry","Station Square, Coventry"
"4264",2012,"","Station Square  Coventry","Station Square, Coventry"
"4265",2012,"","Stoney  Stanton Rd","Stoney  Stanton rd"
"4266",2012,"","Stoney Stanton Rd","stoney stanton road"
"4267",2012,"","Stoney Stanton Rd","stoney stanton road"
"4268",2012,"","Stoney Stanton Rd","stoney stanton road"
"4269",2012,"","Stoney Stanton Rd","stoney stanton road"
"4270",2012,"","Stoney Stanton Rd","stoney stanton road"
"4271",2012,"","Tamworth Rd","tamworth road"
"4272",2012,"","Tanyard Close  Tanyard Farm  Coventry ","Tanyard Close ,Tanyard Farm ,Coventry."
"4273",2012,"","Tarquin Close","Tarquin Close"
"4274",2012,"","Taxi Rank Train Station Coventry","Taxi rank train station coventry"
"4275",2012,"","The Burges","The Burges"
"4276",2012,"","The Burgess","The Burgess"
"4277",2012,"","The Burgess","The Burgess"
"4278",2012,"","The Butts","The Butts"
"4279",2012,"","The Castle Pub  Little Park St  Coventry ","The Castle Pub, Little Park St ,Coventry."
"4280",2012,"","The Chesils","The Chesils"
"4281",2012,"","The Flying Standard Public House","The Flying Standard Public House"
"4282",2012,"","The Grapes Ph O S","The Grapes ph o/s"
"4283",2012,"","Trafalgar  House","Trafalgar  House"
"4284",2012,"","Trinity St","Trinity St"
"4285",2012,"","Trinity St","Trinity St"
"4286",2012,"","Trinity St","Trinity St"
"4287",2012,"","Trinity St","Trinity St"
"4288",2012,"","Uhcw","UHCW"
"4289",2012,"","University Hospital","University hospital"
"4290",2012,"","University Hospital Coventry","University Hospital Coventry"
"4291",2012,"","Unniversity Hospital  Coventry","Unniversity Hospital, Coventry"
"4292",2012,"","Upper Spon St","Upper Spon St"
"4293",2012,"","Victoria St","Victoria street"
"4294",2012,"","Wallace Rd","Wallace Rd"
"4295",2012,"","Walsgrave Hospital ","Walsgrave Hospital."
"4296",2012,"","Walsgrave Rd","walsgrave Rd"
"4297",2012,"","Walsgrave Rd","Walsgrave Rd"
"4298",2012,"","Warwick Rd","Warwick Rd"
"4299",2012,"","Warwick Row Coventry","warwick row coventry"
"4300",2012,"","West Ave","West Ave"
"4301",2012,"","Willenhall Ln","wILLENHALL laNE"
"4302",2012,"","Willenhall Ln","wILLENHALL laNE"
"4303",2012,"","Windsor St","Windsor St"
"4304",2012,"","Windsor St","Windsor St"
"4305",2012,"","Winsor St","Winsor St"
"4306",2012,"","Woodway Ln  Coventry ","Woodway Ln ,Coventry."
"4307",2012,"","Wyken Croft","Wyken Croft"
"4308",2012,"","Yardley St","Yardley St"
"4309",2012,"Dudley","Hagley Rd  Halesowen","Hagley road  Halesowen"
"4310",2012,"","Bachelor Close","Bachelor Close"
"4311",2012,"","Bearwood Rd   Bearwood","Bearwood Rd , Bearwood"
"4312",2012,"","Bell St  Stourbridge","Bell St, Stourbridge"
"4313",2012,"","Bhan Rd ","bhan Rd,"
"4314",2012,"","Bhps Front Office","BHPS Front Office"
"4315",2012,"","Birmingham New Rd","Birmingham New Rd"
"4316",2012,"","Birmingham St  Stourbridge","Birmingham St, Stourbridge"
"4317",2012,"","Birmingham St  Stourbridge","Birmingham St, Stourbridge"
"4318",2012,"","Bridfgnorth Rd  Stourbridge","Bridfgnorth Rd, Stourbridge"
"4319",2012,"","Brierley Hill High St","Brierley Hill High St"
"4320",2012,"","Bus Station Dudley","Bus station Dudley"
"4321",2012,"","Bus Station  Merry Hill Centre","Bus station, Merry Hill Centre"
"4322",2012,"","Castle Hill  Dudley","Castle Hill, Dudley"
"4323",2012,"","Castle Hill  Dudley","Castle Hill, Dudley"
"4324",2012,"","Charles Ave","Charles Ave"
"4325",2012,"","Church St  B Hill","Church St, B hill"
"4326",2012,"","Church St  Stourbridge","Church St, Stourbridge"
"4327",2012,"","Cinder Bank Dudley","Cinder Bank Dudley"
"4328",2012,"","Clifton Ph Sedgley","Clifton PH Sedgley"
"4329",2012,"","Clydesdale Tower","clydesdale tower"
"4330",2012,"","Cobden St","Cobden St"
"4331",2012,"","Corbett Crescent Stourbridge","Corbett Crescent Stourbridge"
"4332",2012,"","Coventry St","coventry street"
"4333",2012,"","Delph Rd  B Hill","Delph Rd, B Hill"
"4334",2012,"","Dingle Rd Dudley","dingle road dudley"
"4335",2012,"","Dudley Bus Station","Dudley Bus station"
"4336",2012,"","Dudley High St","dudley high street"
"4337",2012,"","Dudley Police Station","Dudley police station"
"4338",2012,"","Envill St   Stourbridge","Envill St , Stourbridge"
"4339",2012,"","Enville St Stourbridge","Enville St Stourbridge"
"4340",2012,"","Front Office Brierley Hill Police Station","front office brierley hill police station"
"4341",2012,"","Gaimage St","Gaimage St"
"4342",2012,"","Hagley Rd","hagley road"
"4343",2012,"","Hagley Rd Stourbridge","Hagley Rd Stourbridge"
"4344",2012,"","Halesowen Bus Station","Halesowen bus station"
"4345",2012,"","Halesowen Bus Station","Halesowen bus station"
"4346",2012,"","Halesowen Police Station","Halesowen police station"
"4347",2012,"","Hall St Dudley","Hall street Dudley"
"4348",2012,"","Harvester  Hagley Rd","harvester, hagley road"
"4349",2012,"","High  St   Brierley Hill","High  St , Brierley Hill"
"4350",2012,"","High St Bhill","high st bhill"
"4351",2012,"","High St Dudley","High St Dudley"
"4352",2012,"","High St Stourbridge","high st stourbridge"
"4353",2012,"","High St Stourbridge","high st stourbridge"
"4354",2012,"","High St  B Hill","High St, B Hill"
"4355",2012,"","High St  Lye","High St, Lye"
"4356",2012,"","High St  Stourbridge","High St, Stourbridge"
"4357",2012,"","High St  Stourbridge","High St, Stourbridge"
"4358",2012,"","High St  Stourbridge","High St, Stourbridge"
"4359",2012,"","High St  Stourbridge","High St, Stourbridge"
"4360",2012,"","High St  Stourbridge","High St, Stourbridge"
"4361",2012,"","High St  Stourbridge","High St, Stourbridge"
"4362",2012,"","High St  Stourbridge","High St, Stourbridge"
"4363",2012,"","High St  Stourbridge","High St, Stourbridge"
"4364",2012,"","High St","high street"
"4365",2012,"","High St","high street"
"4366",2012,"","High St","High street"
"4367",2012,"","High St","High street"
"4368",2012,"","High St","High street"
"4369",2012,"","High St   Stourbridge","HIgh St , Stourbridge"
"4370",2012,"","High St   Stourbridge","High St , Stourbridge"
"4371",2012,"","High St   Stourbridge","High St , Stourbridge"
"4372",2012,"","High St Brierley Hill","High St Brierley Hill"
"4373",2012,"","High St Brierley Hill","high street brierley hill"
"4374",2012,"","High St Brierley Hill","high street brierley hill"
"4375",2012,"","High St Stourbridge","High St stourbridge"
"4376",2012,"","High St Stourbridge","high street stourbridge"
"4377",2012,"","High St Stourbridge","high street stourbridge"
"4378",2012,"","High St Stourbridge","High St Stourbridge"
"4379",2012,"","High St Stourbridge","High St Stourbridge"
"4380",2012,"","High St  Dudley","High St, Dudley"
"4381",2012,"","High St  Lye","High St, Lye"
"4382",2012,"","High St  Lye ","High St, Lye."
"4383",2012,"","High St  Stourbridge","High St, Stourbridge"
"4384",2012,"","High St  Stourbridge","High St, Stourbridge"
"4385",2012,"","High St  Stourbridge","High St, Stourbridge"
"4386",2012,"","High St  Stourbridge","High St, Stourbridge"
"4387",2012,"","Highland Rd  Dudley","Highland Rd, Dudley"
"4388",2012,"","Hill St  Brierley Hill","Hill St, Brierley Hill"
"4389",2012,"","Hillside Rd","Hillside Rd"
"4390",2012,"","Home Address","Home address"
"4391",2012,"","Level St   Brierley Hill","Level street , Brierley hill"
"4392",2012,"","Lye High St","lye high street"
"4393",2012,"","Malvern Crescent","Malvern Crescent"
"4394",2012,"","Market St  Kford","Market St, Kford"
"4395",2012,"","Merry Hill","merry hill"
"4396",2012,"","New St","New St"
"4397",2012,"","New St Dudley","new st dudley"
"4398",2012,"","New St Dudley","new st dudley"
"4399",2012,"","New St  Dudley","New St, Dudley"
"4400",2012,"","North St  Dudley","North St, Dudley"
"4401",2012,"","Norton Rd","Norton Rd"
"4402",2012,"","Oakfield Rd Wollescote","Oakfield road Wollescote"
"4403",2012,"","Os Bhps","OS BHPS"
"4404",2012,"","Overend Rd","overend rd"
"4405",2012,"","Park Rd Netherton","park road netherton"
"4406",2012,"","Pedmore Rd Lye","Pedmore Rd,Lye"
"4407",2012,"","Quarry Bank High St","Quarry Bank High St"
"4408",2012,"","Queens Way Halesowen","queens way halesowen"
"4409",2012,"","Springfield Rd  Blackheath","Springfield Rd, Blackheath"
"4410",2012,"","St Michaels St West Bromwich","St Michaels St West Bromwich"
"4411",2012,"","Stourbridge High St","Stourbridge High ST"
"4412",2012,"","Stourbridge High St","Stourbridge high street"
"4413",2012,"","Stourbridge High St","stourbridge high street"
"4414",2012,"","Stourbridge High St","Stourbridge High St"
"4415",2012,"","Stourbridge High St","stourbridge high street"
"4416",2012,"","Stourbridge High St","Stourbridge High St"
"4417",2012,"","Stourbridge Town Centre","Stourbridge town centre"
"4418",2012,"","Sunderland Drive Amblecote","sunderland drive amblecote"
"4419",2012,"","Sunderland Drive Amblecote","sunderland drive amblecote"
"4420",2012,"","Sunderland Drive Amblecote","sunderland drive amblecote"
"4421",2012,"","Sunderland Drive Amblecote","sunderland drive amblecote"
"4422",2012,"","The Forge  Cradley Heath","The Forge, Cradley Heath"
"4423",2012,"","Tower St  Dudley","Tower st, Dudley"
"4424",2012,"","Tower St  Dudley","Tower St, Dudley"
"4425",2012,"","Trident Centre  Dudley","Trident centre, Dudley"
"4426",2012,"","Wolverhampton St Dudley","Wolverhampton St Dudley"
"4427",2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge"
"4428",2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge"
"4429",2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge"
"4430",2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge"
"4431",2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge"
"4432",2012,"Solihull","Anchor Ln","Anchor Ln"
"4433",2012,"","Apres Solihull Town Centre","Apres Solihull Town Centre"
"4434",2012,"","Aspen Dr Cwtc","Aspen Dr CWTC"
"4435",2012,"","Bham International","Bham International"
"4436",2012,"","Bham International","Bham International"
"4437",2012,"","Bhx","BHX"
"4438",2012,"","Bhx","BHX"
"4439",2012,"","Bhx","bhx"
"4440",2012,"","Bhx        Terminal 1","BHX Â‰Ã›Âê Terminal 1"
"4441",2012,"","Birch Croft","Birch Croft"
"4442",2012,"","Birmingham Airport","birmingham airport"
"4443",2012,"","Birmingham International  Airport","Birmingham International  Airport"
"4444",2012,"","Blossomfield Rd  Solihull","Blossomfield Rd, Solihull"
"4445",2012,"","Boldmere Gate","Boldmere Gate"
"4446",2012,"","Bosworth Drive","bosworth drive"
"4447",2012,"","Bp Warwick Rd Olton","bp warwick rd olton"
"4448",2012,"","Bradford Rd  Castle Brom","Bradford Rd, Castle Brom"
"4449",2012,"","Burges","burges"
"4450",2012,"","Burges","burges"
"4451",2012,"","Campden Green","Campden Green"
"4452",2012,"","Chapelhouse Rd","chapelhouse rd"
"4453",2012,"","Chester Rd","chester rd"
"4454",2012,"","Chester Rd","chester rd"
"4455",2012,"","Chester Rd","chester rd"
"4456",2012,"","Chester Rd  Castlebromwich","Chester Rd, Castlebromwich"
"4457",2012,"","Chester Rd  Kingshurst","chester road, kingshurst"
"4458",2012,"","Churchill Rd  Solihull","Churchill Rd, Solihull"
"4459",2012,"","Clopton Crescent","Clopton Crescent"
"4460",2012,"","Clopton Crescent","Clopton Crescent"
"4461",2012,"","Cooks Ln  Chelmsley Wood","cooks lane, chelmsley wood"
"4462",2012,"","Drury Ln","drury lane"
"4463",2012,"","Drury Ln  Solihull ","Drury Ln ,Solihull."
"4464",2012,"","Farthings Ph   Green Ln","Farthings PH   Green Ln"
"4465",2012,"","Forth Drive  Chelmsley Wood","Forth Drive, Chelmsley Wood"
"4466",2012,"","Glebe Rd  Solihull","glebe road, solihull"
"4467",2012,"","Green Ln   Shirley","Green lane , Shirley"
"4468",2012,"","Greville Pub  Solihull  Birmingham","Greville Pub, Solihull, Birmingham"
"4469",2012,"","Harvester Pub Solihull","harvester pub solihull"
"4470",2012,"","Heaton Rd Solihull","heaton rd solihull"
"4471",2012,"","Helmsford Drive","helmsford Drive"
"4472",2012,"","Helmswood Drive","Helmswood Drive"
"4473",2012,"","High St Knowle","High St Knowle"
"4474",2012,"","High St Solihull","high st solihull"
"4475",2012,"","High St Solihull","high st solihull"
"4476",2012,"","High St Solihull","High St Solihull"
"4477",2012,"","High St Solihull","High St Solihull"
"4478",2012,"","High St  Solihull","High St, Solihull"
"4479",2012,"","High St  Solihull","high st, solihull"
"4480",2012,"","High St  Solihull","High St, Solihull"
"4481",2012,"","High St","High St"
"4482",2012,"","High St","High St"
"4483",2012,"","High St","High St"
"4484",2012,"","High St","High St"
"4485",2012,"","High St","High St"
"4486",2012,"","High St  Os Hogs Head","High street  OS Hogs Head"
"4487",2012,"","High St   Solihull","High St , Solihull"
"4488",2012,"","High St Solihull","High St Solihull"
"4489",2012,"","High St Solihull","High St Solihull"
"4490",2012,"","High St Solihull","High St Solihull"
"4491",2012,"","High St  Solihull","high street, solihull"
"4492",2012,"","Homer Rd","Homer Rd"
"4493",2012,"","Homer Rd","homer road"
"4494",2012,"","Homer Rd Solihull","homer road solihull"
"4495",2012,"","Hurst Ln North J W Green Ln","Hurst Ln north J/W Green Ln"
"4496",2012,"","Kilcote Rd  Shirley","Kilcote Rd, Shirley"
"4497",2012,"","Knowle Park","Knowle Park"
"4498",2012,"","Lode Ln  Solihull  Birmingham","Lode Ln, Solihull, Birmingham"
"4499",2012,"","London Rd","London Rd"
"4500",2012,"","M42","M42"
"4501",2012,"","Mc Donalds High St Solihull","Mc Donalds High St Solihull"
"4502",2012,"","Mell Square","mell square"
"4503",2012,"","Mortons  Dickens Heath  Solihull","Mortons, Dickens heath, Solihull"
"4504",2012,"","Nec","NEC"
"4505",2012,"","O S Bangor House  Forth Drive  Chelmsley Wood","o/s bangor house, forth drive, chelmsley wood"
"4506",2012,"","O S Hoggs Head Ph  Poplar Rd  Solihull","o/s hoggs head PH, Poplar Rd, Solihull"
"4507",2012,"","O S Hoggs Head Poplar Way Solihull","O/S Hoggs head Poplar Way solihull"
"4508",2012,"","O S Kings High St  Solihull","o/s Kings High St, Solihull"
"4509",2012,"","O S Kings  Solihull","o/s Kings, Solihull"
"4510",2012,"","O S Langley Hall Social Club  Langley Hall Rd  Olton","O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON"
"4511",2012,"","O S Touchwood Centre Poplar Rd Solihull","O/S TOuchwood Centre Poplar Rd Solihull"
"4512",2012,"","Olton Railway Station","Olton Railway Station"
"4513",2012,"","Olton Tavern","Olton Tavern"
"4514",2012,"","Os Assembly Rooms  Poplar Rd  Solihull","OS Assembly Rooms, Poplar Rd, Solihull"
"4515",2012,"","Os Masons Ph  High St Solihull","OS Masons PH, High St Solihull"
"4516",2012,"","Os Solihull Hospital","OS Solihull Hospital"
"4517",2012,"","Os Solihull Hospital","OS Solihull Hospital"
"4518",2012,"","Os Solihull Hospital","OS Solihull Hospital"
"4519",2012,"","Outside The Waterside Bar","Outside the Waterside Bar"
"4520",2012,"","Pine Square Chelsmley Wood","pine square chelsmley wood"
"4521",2012,"","Plume Of Feathers Public House  Stratford Rd  Shirley","Plume of Feathers public house, Stratford Rd, Shirley"
"4522",2012,"","Poplar Ave  Solihull ","Poplar Ave ,Solihull."
"4523",2012,"","Poplar Rd","Poplar Rd"
"4524",2012,"","Poplar Rd Solihull","poplar rd solihull"
"4525",2012,"","Poplar Rd Solihull Town Cebtre","Poplar Rd Solihull Town Cebtre"
"4526",2012,"","Poplar Rd Solihull Town Centre","Poplar Rd Solihull Town Centre"
"4527",2012,"","Poplar Rd Town Centre Solihull","Poplar Rd Town Centre Solihull"
"4528",2012,"","Poplar Rd  Solihull","poplar rd, solihull"
"4529",2012,"","Poplar Rd","Poplar Rd"
"4530",2012,"","Poplar Rd","Poplar Rd"
"4531",2012,"","Poplar Rd","Poplar Rd"
"4532",2012,"","Poplar Rd","Poplar Rd"
"4533",2012,"","Poplar Rd","Poplar Rd"
"4534",2012,"","Poplar Rd","Poplar Rd"
"4535",2012,"","Poplar Rd Solihull","Poplar Rd Solihull"
"4536",2012,"","Poplar Rd Solihull","poplar road solihull"
"4537",2012,"","Poplar Rd Solihull","poplar road solihull"
"4538",2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"4539",2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"4540",2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"4541",2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"4542",2012,"","Poplar Way ","poplar way."
"4543",2012,"","Ppoplar Rd","Ppoplar road"
"4544",2012,"","Premier Inn  Stratford Rd","premier inn, stratford road"
"4545",2012,"","Radlow Crescent  Marston Green","Radlow Crescent, Marston Green"
"4546",2012,"","Ramada Hotel","ramada hotel"
"4547",2012,"","Rover Drive","rover drive"
"4548",2012,"","Rover Drive","rover drive"
"4549",2012,"","Saddlers Arms","Saddlers Arms"
"4550",2012,"","Shirral Grove","Shirral Grove"
"4551",2012,"","Solihull High St","solihull high street"
"4552",2012,"","Solihull High St","Solihull High St"
"4553",2012,"","Solihull Town Centre","Solihull Town centre"
"4554",2012,"","Solihull Town Centre","solihull town centre"
"4555",2012,"","Solihull Town Centre","Solihull Town Centre"
"4556",2012,"","Solihull Town Centre","Solihull Town Centre"
"4557",2012,"","Station Rd Solihull","Station Rd Solihull"
"4558",2012,"","Station Rd","Station Rd"
"4559",2012,"","Station Rd","Station Rd"
"4560",2012,"","Station Rd Solihull","Station road Solihull"
"4561",2012,"","Station Rd  Solihull ","Station Rd, Solihull."
"4562",2012,"","Stratford Rd","Stratford Rd"
"4563",2012,"","Stratford Rd Shirley","Stratford Rd Shirley"
"4564",2012,"","The Bear At Berkswell","The bear at Berkswell"
"4565",2012,"","The Cresent Solihull","The Cresent Solihull"
"4566",2012,"","The Radleys","The Radleys"
"4567",2012,"","Three Horseshoes  Sheldon","Three Horseshoes, Sheldon"
"4568",2012,"","Touchwood Centre","Touchwood Centre"
"4569",2012,"","Warwick Rd","Warwick Rd"
"4570",2012,"","Warwick Rd Olton","Warwick Rd Olton"
"4571",2012,"","Warwick Rd Solihull","warwick road solihull"
"4572",2012,"","Widney Ln  Blossomfield Tennis Club","Widney Ln/ Blossomfield tennis club"
"4573",2012,"Sandwell","Abraham Darby Public House","Abraham Darby Public House"
"4574",2012,"","All Saints Way  West Bromwich","All Saints Way, West bromwich"
"4575",2012,"","Arcadian        Birmingham","arcadian Â‰Ã›Âê birmingham"
"4576",2012,"","Arcadian        Birmingham","arcadian Â‰Ã›Âê birmingham"
"4577",2012,"","Asda Great Bridge","asda great bridge"
"4578",2012,"","Bearwood High St","bearwood High St"
"4579",2012,"","Bearwood High St","Bearwood high street"
"4580",2012,"","Bearwood High St","Bearwood High St"
"4581",2012,"","Bearwood Rd","Bearwood rd"
"4582",2012,"","Bearwood Rd","Bearwood road"
"4583",2012,"","Bearwood Rd","Bearwood Rd"
"4584",2012,"","Bet Fred  Duchess Park  West Bromwich","Bet Fred, Duchess Park, West Bromwich"
"4585",2012,"","Betfred  West Bromwich","BetFred, West Bromwich"
"4586",2012,"","Bham St Stourbridge","Bham street stourbridge"
"4587",2012,"","Birch Rd  Oldbury","Birch Rd, Oldbury"
"4588",2012,"","Blackheath Housing Office","Blackheath housing office"
"4589",2012,"","Bourne Ave  Tipton","Bourne Ave, Tipton"
"4590",2012,"","Bridge St","bridge st"
"4591",2012,"","Bridgnorth Rd","Bridgnorth Rd"
"4592",2012,"","Brook St","Brook ST"
"4593",2012,"","Burntree","Burntree"
"4594",2012,"","Cape Hill","cape hill"
"4595",2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich"
"4596",2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich"
"4597",2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich"
"4598",2012,"","Causeway Rowley","Causeway Rowley"
"4599",2012,"","Chapel St  Oldbury","Chapel St, Oldbury"
"4600",2012,"","Chip Shop  Great Bridge Tipton","Chip shop, great bridge tipton"
"4601",2012,"","Church St Old Hill","Church St Old Hill"
"4602",2012,"","Church St Oldbury","Church street Oldbury"
"4603",2012,"","Church St  Oldbury","Church street, oldbury"
"4604",2012,"","Clairmint Rd Smethwick","clairmint road smethwick"
"4605",2012,"","Claremont Rd Smethwick","Claremont Rd Smethwick"
"4606",2012,"","Clifford Rd","clifford road"
"4607",2012,"","Collins St  West Bromwich","Collins St, West Bromwich"
"4608",2012,"","Collins St  West Bromwich","Collins St, West Bromwich"
"4609",2012,"","Cumberland Rd Wednesbury","Cumberland Rd Wednesbury"
"4610",2012,"","Delville Terrace","Delville Terrace"
"4611",2012,"","Desi Marsla West Bromwich","Desi Marsla West Bromwich"
"4612",2012,"","Dilshad Restaurant Oldbury Rd Blackheath","Dilshad Restaurant Oldbury Rd Blackheath"
"4613",2012,"","Dudley Rd","Dudley Rd"
"4614",2012,"","Dudley Rd East","dudley road east"
"4615",2012,"","Dudley Rd East Tividale","Dudley Rd East Tividale"
"4616",2012,"","Edward St  West Bromwich","Edward St, West Bromwich"
"4617",2012,"","Elm Tree Way  Cradley Heath","Elm Tree Way, Cradley Heath"
"4618",2012,"","Forge Ln","Forge Ln"
"4619",2012,"","Front Office Smethwick","Front Office Smethwick"
"4620",2012,"","Grange Rd Cradley","grange Rd Cradley"
"4621",2012,"","Gregory Ave  Weoley Castle","gregory avenue, Weoley Castle"
"4622",2012,"","H A","H/A"
"4623",2012,"","Habberly Rd","Habberly Rd"
"4624",2012,"","Hagley Rd West","Hagley Rd West"
"4625",2012,"","Haig St","Haig St"
"4626",2012,"","Halesowen Rd  Cradley","halesowen Rd, Cradley"
"4627",2012,"","Hannover Rd","HANNOVER ROAD"
"4628",2012,"","Hanover Rd  Rowley Regis","Hanover Rd, Rowley regis"
